Datetime,SAUXX,TURXX,INDXX,CHNHK,CHNMA ,CHNAN ,CHNBE,CHNCH,CHNFU,CHNGA,CHNGD,CHNGX,CHNGU,CHNHA,CHNHB,CHNHJ,CHNHE,CHNHU,CHNHN,CHNWM,CHNEM,CHNJS,CHNJX,CHNJI,CHNLI,CHNNI,CHNQI,CHNSI,CHNSD,CHNSH,CHNSX,CHNSC,CHNTJ,CHNTI,CHNXI,CHNYU,CHNZH
02/01/2015 16:00,0,0.320638189,0.156647284,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138,0.76222138
02/01/2015 17:00,0,0.27948342,0.15589228,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163,0.766346163
02/01/2015 18:00,0,0.243570736,0.152141732,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145,0.76445145
02/01/2015 19:00,0,0.214442344,0.151325259,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146,0.765884146
02/01/2015 20:00,0,0.18945588,0.15266028,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227,0.779518227
02/01/2015 21:00,0,0.172202344,0.155349423,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599,0.786767599
02/01/2015 22:00,0,0.150194144,0.149108484,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682,0.746957682
02/01/2015 23:00,0,0.156117412,0.162256636,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646,0.758190646
03/01/2015 00:00,0,0.159838298,0.175008932,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321,0.768859321
03/01/2015 01:00,0,0.151018666,0.178432711,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565,0.771802565
03/01/2015 02:00,0,0.143365707,0.174555602,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594,0.773697594
03/01/2015 03:00,2.10E-10,0.139148825,0.165322946,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007,0.76322007
03/01/2015 04:00,0.002220723,0.147138119,0.144810947,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139,0.744493139
03/01/2015 05:00,0.083307702,0.172904199,0.122770535,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647,0.717419647
03/01/2015 06:00,0.235643918,0.209751956,0.096777504,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211,0.704701211
03/01/2015 07:00,0.379196791,0.260059233,0.076510177,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147,0.692892147
